股票代码,股票简称,流通市值,最新价,最新涨跌幅,所属同花顺行业,行业概念,事件概念,交易概念
002486.SZ,嘉麟杰,24.38,2.93,1.384,纺织服装-纺织制造-其他纺织,"体育产业,医疗器械,口罩","外贸受益,冬奥会,露营经济",人民币贬值受益
001218.SZ,丽臣实业,7.15,22.71,1.384,基础化工-化学制品-其他化学制品,,,"核准制次新股,新股与次新股"
002638.SZ,勤上股份,21.92,2.20,1.383,社会服务-教育-教育Ⅲ,"智能终端,幼儿教育,在线教育,职业教育,节能照明","杭州亚运会,智慧城市,智慧灯杆",
688129.SH,东来技术,5.94,14.66,1.383,基础化工-化学制品-涂料油墨,,,"融资融券,转融券标的"
605122.SH,四方新材,9.99,17.60,1.383,建筑材料-建筑材料-水泥,"基建工程,水泥,建筑节能,装配式建筑",,
002424.SZ,贵州百灵,68.7,7.34,1.381,医药生物-中药-中药Ⅲ,"创新药,仿制药一致性评价,中医药,鱼蛋白,互联网医疗,抗癌,肝炎","健康中国,银屑病,腾讯","深股通,富时罗素,参股银行,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
301060.SZ,兰卫医学,14.31,33.08,1.379,医药生物-医疗服务-其他医疗服务,"幽门螺杆菌,体外诊断,基因测序,辅助生殖","猴痘,新冠检测,专精特新","深股通,新股与次新股,注册制次新股,融资融券,转融券标的"
600100.SH,同方股份,131.0,4.42,1.376,计算机-计算机设备-计算机设备Ⅲ,"量子霍尔,在线教育,网络安全,电子标签,养老,移动支付,物联网,海绵城市,绿色建筑,大数据,癌症定量检测,节能照明,太赫兹,数字电视,智能家居,安防,电子书,互联网保险,电子信息,电子车牌,云计算","军工,紫光系,国产操作系统,地方国资改革,PPP,智慧城市,央企国资改革","创投,融资融券,转融券标的,参股新三板,参股券商,富时罗素股,北交所"
605336.SH,帅丰电器,10.8,18.43,1.375,家用电器-厨卫电器-厨卫电器Ⅲ,家用电器,,
003010.SZ,若羽臣,11.32,15.50,1.373,商贸零售-互联网电商-互联网电商Ⅲ,"网络直播,虚拟现实,虚拟数字人,电子商务","新零售,抖音,拼多多,数字经济,社区团购,阿里巴巴",
300422.SZ,博世科,22.7,5.91,1.372,环保-环保-水务及水治理,"消毒剂,废气处理,海绵城市,固废处理,污水处理,垃圾分类,医疗废物处理,节能环保,土壤修复,脱硫脱硝","PPP,碳中和,地方国资改革",股权转让
300379.SZ,东方通,79.9,18.48,1.371,计算机-计算机应用-软件开发,"人工智能,工业互联网,ETC,跨境支付（CIPS）,网络安全,5G,电子政务,区块链,大数据,机器学习,透明计算,云计算","华为欧拉,军工,国产操作系统,华为鲲鹏,华为,国产软件","深股通,富时罗素,融资融券,转融券标的,富时罗素股"
300669.SZ,沪宁股份,17.26,9.62,1.370,机械设备-专用设备-楼宇设备,电梯,专精特新,"送转填权,创业板重组松绑"
300773.SZ,拉卡拉,128.69,17.02,1.370,非银金融-保险及其他-多元金融,"移动支付,金融科技,智能穿戴,跨境支付（CIPS）,区块链,大数据,SAAS,数字货币,征信",华为,"深股通,富时罗素,融资融券,转融券标的,参股券商,MSCI,富时罗素股,参股保险"
600759.SH,ST洲际,50.13,2.22,1.370,石油石化-油气开采及服务-油气开采,"涉矿,天然气","土地流转,油品改革,一带一路,俄乌冲突","ST板块,参股保险"
003030.SZ,祖名股份,12.27,22.20,1.370,农林牧渔-农产品加工-其他农产品加工,"海底捞,人造肉,大豆,电子商务,休闲零食","新零售,杭州亚运会,大消费,宠物经济,抖音小店,社区团购",
688220.SH,翱捷科技,25.27,71.08,1.369,电子-半导体及元件-集成电路设计,"物联网,芯片",,"新股与次新股,融资融券,转融券标的,科创次新股"
600306.SH,ST商城,23.69,13.35,1.367,商贸零售-零售-百货零售,"商超百货,车联网","新零售,腾讯,微信","壳资源,ST板块"
300181.SZ,佐力药业,45.2,8.90,1.367,医药生物-中药-中药Ⅲ,"中医药,基因测序,细胞免疫治疗,生物医药,网络直播,医药电商,电子商务,冬虫夏草","健康中国,医疗改革,医保目录","股权转让,半年报预增,独角兽"
300097.SZ,智云股份,18.04,6.68,1.366,机械设备-自动化设备-其他自动化设备,"超清视频,MiniLED,OLED,工业机器人,口罩,智能制造,柔性屏,智能物流,OLED显示模组,机器人","工业4.0,小米,华为",创业板重组松绑
600708.SH,光明地产,49.62,2.23,1.364,房地产-房地产开发-住宅开发,"冷链物流,电子商务","迪士尼,土地流转,地方国资改革,特色小镇,进口博览会,统一大市场","富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
600894.SH,广日股份,57.53,6.69,1.364,机械设备-专用设备-楼宇设备,"轨道交通,电梯,新能源汽车,工业机器人,机器人,汽车电子","工业4.0,地方国资改革","融资融券,转融券标的,证金持股"
002305.SZ,南国置业,38.63,2.23,1.364,房地产-房地产开发-商业地产,"REITs,物业管理","土地增值,地方国资改革,特色小镇,租售同权,央企国资改革",
600138.SH,中青旅,75.35,10.41,1.363,社会服务-景点及旅游-旅游综合,"虚拟导游,消费金融,网络游戏,旅游,在线旅游,电子商务","露营经济,大消费,五一出境游,央企国资改革","富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002521.SZ,齐峰新材,21.03,5.22,1.359,轻工制造-造纸-造纸Ⅲ,"造纸转暖,可降解塑料,纸浆,胶合板",,"融资融券,转融券标的"
600096.SH,云天化,447.5,26.10,1.359,基础化工-化学制品-磷肥及磷化工,"锂电池,磷化工,化肥,煤化工,尿素,氟化工,磷酸铁锂,锂电隔膜,六氟磷酸锂,涉矿,磷酸一铵,甲醇,玻璃纤维","碳中和,地方国资改革,乡村振兴","融资融券,转融券标的,半年报预增,沪股通"
002501.SZ,利源精制,77.73,2.24,1.358,有色金属-工业金属-铝,"轨道交通,高端装备,有色铝","苹果,军工,特斯拉",摘帽
002500.SZ,山西证券,187.75,5.23,1.357,非银金融-证券-证券Ⅲ,,地方国资改革,"深股通,外资券商影子股,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,证金持股,富时罗素股"
301259.SZ,艾布鲁,7.23,25.42,1.356,环保-环保-综合环境治理,"固废处理,污水处理,垃圾分类,基建工程,水利,土壤修复","新型城镇化,乡村振兴","新股与次新股,融资融券,转融券标的,注册制次新股"
600727.SH,鲁北化工,32.88,7.48,1.355,基础化工-化学制品-其他化学制品,"磷化工,煤化工,化肥,抗旱,片碱,溴素,水泥,钛白粉,小额贷款","循环经济,地方国资改革",
300451.SZ,创业慧康,90.39,6.73,1.355,计算机-计算机应用-软件开发,"物联网,家庭医生,互联网医疗,养老,区块链,大数据,DRG/DIP","网易,蚂蚁金服,方舱医院,国产软件","深股通,富时罗素,融资融券,转融券标的,富时罗素股,参股保险"
300113.SZ,顺网科技,61.55,12.72,1.355,通信-通信服务-通信服务Ⅲ,"元宇宙,云游戏,云计算,电子竞技,NFT,边缘计算,网络直播,互联网金融,电子信息,广告营销,文化传媒,手机游戏","东数西算（算力）,腾讯,国产操作系统","深股通,富时罗素,融资融券,转融券标的,富时罗素股"
831039.BJ,国义招标,2.4,5.24,1.354,社会服务-其他社会服务-专业服务,,,新股与次新股
002074.SZ,国轩高科,502.98,38.21,1.353,电力设备-电力设备-电池,"锂电池,锂电制造,新能源汽车,智能电网,储能,动力电池回收,新能源,锂矿,正极材料,北汽新能源,固态电池,磷酸铁锂,充电桩,仪电仪表",华为,"深股通,富时罗素,融资融券,转融券标的,股权转让,标普道琼斯A股,MSCI,富时罗素股"
688228.SH,开普云,9.31,31.47,1.353,计算机-计算机应用-IT服务,"元宇宙,人工智能,虚拟数字人,大数据,云计算","智慧政务,融媒体,华为,国产软件","融资融券,转融券标的"
688106.SH,金宏气体,51.7,20.24,1.352,电子-电子化学品-电子化学品Ⅲ,"氢能源,冷链物流,天然气,智能制造,节能环保,集成电路,燃料电池","碳中和,中芯国际,专精特新,国产替代,俄乌冲突","融资融券,转融券标的"
002480.SZ,新筑股份,33.85,5.25,1.351,机械设备-通用设备-金属制品,"高铁,轨道交通,光伏,噪声防治,磁悬浮,储能,绿色电力,基建工程,有轨电车,钠离子电池,燃料电池,超级电容",地方国资改革,
002390.SZ,信邦制药,82.31,5.25,1.351,医药生物-中药-中药Ⅲ,"医美,中医药,基因测序,生物医药,互联网医疗,抗癌,肝炎","民营医院,医保目录","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
600573.SH,惠泉啤酒,22.5,9.00,1.351,食品饮料-饮料制造-啤酒,啤酒,"大消费,地方国资改革,世界杯,厄尔尼诺",
002641.SZ,公元股份,59.64,5.25,1.351,建筑材料-建筑材料-管材,"太阳能,水利,光伏,地下管网",新型城镇化,深股通
600368.SH,五洲交通,42.32,3.76,1.348,交通运输-公路铁路运输-高速公路,"冷链物流,小额贷款,涉矿,电子商务","金改,一带一路,地方国资改革,统一大市场,数字乡村","富时罗素,融资融券,转融券标的,富时罗素股"
600793.SH,宜宾纸业,21.32,12.05,1.346,轻工制造-造纸-造纸Ⅲ,"造纸转暖,纸浆","地方国资改革,食品安全",人民币升值
688660.SH,电气风电,46.82,9.05,1.344,电力设备-电力设备-风电设备,"风电,海上风电,能源互联网",地方国资改革,"融资融券,转融券标的"
600691.SH,阳煤化工,89.56,3.77,1.344,基础化工-化学制品-氮肥,"环己酮,消毒剂,煤化工,化肥,尿素,氢能源,三氯化磷,天然气,正丁醇,煤头尿素,PVC,燃料电池,甲醇","一带一路,地方国资改革","融资融券,转融券标的,参股民营银行"
000567.SZ,海德股份,133.12,14.35,1.342,非银金融-保险及其他-多元金融,"储能,钒电池","土地增值,金改","深股通,半年报预增,债转股(AMC)"
603078.SH,江化微,67.39,26.45,1.341,电子-电子化学品-电子化学品Ⅲ,"OLED,OLED材料,氢氟酸,元器件,光刻胶,芯片","中芯国际,专精特新",半年报预增
688718.SH,唯赛勃,8.64,15.87,1.341,基础化工-化工合成材料-膜材料,"盐湖提锂,膜材料,污水处理",,"融资融券,转融券标的"
300985.SZ,致远新能,10.72,29.50,1.340,机械设备-通用设备-金属制品,"新能源汽车,氢能源,燃料电池,天然气",,"融资融券,转融券标的"
000903.SZ,云内动力,59.72,3.03,1.338,交运设备-汽车零部件-汽车零部件Ⅲ,"移动支付,农机,新能源汽车,人脸识别,充电桩,汽车电子","地方国资改革,国六标准、国六排放、国六,乡村振兴","深股通,融资融券,转融券标的"
600516.SH,方大炭素,259.57,6.82,1.337,黑色金属-钢铁-冶钢原料,"锂电池,石墨烯,碳纤维,石墨电极,口罩,石灰石,铁矿石,新材料,核电",,"富时罗素,参股银行,融资融券,沪股通,标普道琼斯A股,MSCI,富时罗素股"
000039.SZ,中集集团,197.77,12.89,1.337,机械设备-通用设备-金属制品,"物联网,LNG动力船,风电,海水淡化,氢能源,船舶升级,高端装备,冷链物流,可燃冰,天然气,新冠疫苗,航运,海工装备,LNG加气站,集装箱,工业用地,汽车制造","航运系,招商系,海洋经济","深股通,分拆上市意愿,B转H,富时罗素,高送转,融资融券,转融券标的,参股券商,标普道琼斯A股,证金持股,富时罗素股"
002831.SZ,裕同科技,138.08,26.56,1.335,轻工制造-包装印刷-包装,"以纸代塑,可降解塑料,环保包装",,"深股通,人民币贬值受益,富时罗素,标普道琼斯A股,MSCI,富时罗素股"
300664.SZ,鹏鹞环保,37.47,5.32,1.333,环保-环保-水务及水治理,"生物疫苗,固废处理,污水处理,垃圾分类,医疗废物处理,节能环保,新材料",,
002429.SZ,兆驰股份,170.86,3.80,1.333,家用电器-黑色家电-彩电,"超清视频,MiniLED,第三代半导体,F5G,网络视频,智能电视,智能音箱,数字电视,5G,消费电子,氮化镓,WiFi 6,电子信息,节能照明,芯片","小米,恒大,拼多多,地方国资改革,富士康","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
600018.SH,上港集团,1232.84,5.32,1.333,交通运输-港口航运-港口,"足球,F5G,黄金水道,航运港口,体育产业,免税店","一带一路,地方国资改革","富时罗素,参股银行,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
000987.SZ,越秀金控,305.04,6.08,1.333,非银金融-保险及其他-多元金融,"小额贷款,移动购物","新零售,收入改革,商品新零售,地方国资改革,寒武纪","深股通,富时罗素,债转股(AMC),独角兽,融资融券,转融券标的,参股券商,标普道琼斯A股,期货,MSCI,富时罗素股"
301110.SZ,青木股份,5.9,38.81,1.332,商贸零售-互联网电商-互联网电商Ⅲ,"网络直播,数字营销,电子商务","阿里巴巴,抖音","新股与次新股,融资融券,转融券标的,注册制次新股"
000688.SZ,国城矿业,216.66,19.05,1.330,有色金属-工业金属-铅锌,"金属铅,钼,黄金,钴,小金属,铁矿石,钛白粉,金属铜,涉矿,金属锌",稀缺资源,"深股通,富时罗素,富时罗素股,标普道琼斯A股"
301187.SZ,欧圣电气,9.57,22.10,1.330,家用电器-小家电-小家电Ⅲ,"机器人,跨境电商",外贸受益,"新股与次新股,人民币贬值受益,注册制次新股,融资融券,转融券标的"
600163.SH,中闽能源,79.18,6.86,1.329,公用事业-电力-新能源发电,"生物质能,光伏,风电,海上风电,绿色电力,充电桩","地方国资改革,电力改革","融资融券,转融券标的,债转股(AMC)"
002653.SZ,海思科,72.58,15.25,1.329,医药生物-化学制药-化学制剂,"乙肝治疗,创新药,仿制药一致性评价,生物医药,仿制药,抗癌,医疗器械","银屑病,医保目录","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股,参股保险"
600076.SH,康欣新材,31.55,3.05,1.329,轻工制造-包装印刷-包装,新材料,"工业4.0,土地流转,碳中和,地方国资改革,林场改革","融资融券,转融券标的"
601100.SH,恒立液压,657.9,50.40,1.327,机械设备-专用设备-工程机械,"挖掘机,高端装备",工业4.0,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
603444.SH,吉比特,245.7,341.88,1.325,传媒-传媒-游戏,"网络游戏,在线教育,手机游戏",,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
600665.SH,天地源,26.44,3.06,1.325,房地产-房地产开发-住宅开发,"水利,物业管理",地方国资改革,
301045.SZ,天禄科技,5.93,22.99,1.322,电子-光学光电子-面板,,,"新股与次新股,融资融券,转融券标的,注册制次新股"
600229.SH,城市传媒,43.04,6.13,1.322,传媒-传媒-出版,"在线教育,虚拟现实,VR平台,网络直播,文化传媒","地方国资改革,京东","融资融券,转融券标的,独角兽"
000056.SZ,皇庭国际,41.57,4.60,1.322,商贸零售-零售-商业物业经营,"物业管理,智能物流,小额再贷款,融资租赁,芯片","租售同权,林场改革",参股保险
600535.SH,天士力,149.52,9.97,1.321,医药生物-中药-中药Ⅲ,"乙肝治疗,仿制药一致性评价,创新药,中医药,生物疫苗,生物医药,干细胞,普洱茶,胰岛素,单抗,抗肿瘤,小额贷款,肝炎,工业大麻","医疗改革,新冠治疗,医保目录","分拆上市意愿,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002358.SZ,ST森源,28.33,3.07,1.320,电力设备-电力设备-输变电设备,"柔性直流输电,轨道交通,光伏,智能电网,风电,垃圾分类,特高压,机器人,核电,充电桩",宝能系,"富时罗素,ST板块,富时罗素股,标普道琼斯A股"
